date_only,bidder_name,pub_name,pub_id,endpoint,pub_type,device_type,auctions,impressions,spend
2025-02-10,RTB House,Thunder Monetize,500520,High Rev Exchanges - Tree Bid Rate,exchange,APP,73,73,0.11
2025-02-10,Centro,"Olaex, Inc.",527867,ADD NEW EXCHANGES HERE - TREE,exchange,APP,116,116,0.16
2025-02-10,UnrulyX,Start.io,488437,UnrulyX Mobile In App - TREE,exchange,APP,2801,2801,1.16
2025-02-10,Beeswax,Spanish Dictionary,233909,DIRECT InApp - TREE Clears,exchange,APP,414,414,0.07
2025-02-10,RTB House,Connekt,491737,ADD NEW EXCHANGES HERE - Tree,exchange,APP,2050,2050,2.55
2025-02-10,Xandr,VGI CTV,509976,High Rev CTV - TREE,exchange,CTV,2434,2434,13.19
2025-02-10,Magnite,VGI CTV,509976, Intermediaries Bucket 1 - Sequoia SPLINE,exchange,APP,286,286,1.16
2025-02-10,Equativ,Spanish Dictionary,233909,Exchanges - In-App Only,exchange,APP,444,444,0.55
2025-02-10,Krush Media,Germane Media,509119,CTV - ADD NEW EXCHANGES HERE TREE FUZZ,exchange,CTV,16,16,0.26
2025-02-10,Motorik,The Brave,273050,ADD NEW EXCHANGES HERE - Sequoia,exchange,APP,467,467,0.15
2025-02-10,Centro,Anzu,524160,ADD NEW EXCHANGES HERE - TREE,exchange,APP,951,951,2.35
2025-02-10,Simpli.fi,Smrt Connect,519447,ADD NEW EXCHANGES HERE - NEW TREE,exchange,APP,1783,1783,8.13
2025-02-10,Simpli.fi,Elixir Holding Inc.,481808,Simplifi - Weast,exchange,APP,211,211,1.13
2025-02-10,DV360,Rise,503707,TM INVIEW TEST,exchange,DESKTOP,1118,1118,0.17
2025-02-10,Beeswax,Gotham Ads,420355,ADD NEW EXCHANGES HERE - FILL FUZZY SPLINE,exchange,CTV,262,262,2.08
2025-02-10,Simpli.fi,"Disqus, Inc.",279534,CTV Exchanges Banner & Video,exchange,CTV,87,87,0.85
2025-02-10,Motorik,IQZone,456186,EU Intermediaries Bucket 1,exchange,APP,50,50,0.03
2025-02-10,RTB House,Adnuro,520578,ADD NEW EXCHANGES HERE - Tree,exchange,APP,321,321,0.19
2025-02-10,Edge226,TVIQ CTV,506164,CTV Exchanges (Edge Direct EP),exchange,CTV,1869,1869,25.43
2025-02-10,Krush Media,"VRTCAL Markets, Inc.",522431,CTV - ADD NEW EXCHANGES HERE TREE,exchange,CTV,35,35,0.23
2025-02-10,Epom Services,"VRTCAL Markets, Inc.",522431,ADD NEW EXCHANGES HERE,exchange,APP,894,894,1.0
2025-02-10,BidSwitch,Castify CTV,521782,Intermediaries 2 - Sequoia,exchange,CTV,89,89,0.85
2025-02-10,BidSwitch,Safe Exchange,488676,Low Volume - No Throttle,exchange,DESKTOP,10,10,0.2
2025-02-10,Centro,Spanish Dictionary,233909,Low Volume - Sequoia,exchange,APP,40,40,0.02
2025-02-10,Krush Media,The Brave,273050,Mobile App - ADD NEW EXCHANGES HERE - Tree RPM,exchange,APP,267,267,0.31
2025-02-10,Simpli.fi,Aceex,289960,High Rev - Sequoia FUZZ,exchange,APP,152,152,0.65
2025-02-10,Beeswax,Twist Digital,271355,ADD NEW EXCHANGES HERE - FILL FUZZY,exchange,APP,46,46,0.05
2025-02-10,Krush Media,GrowinTech,513831,Mobile App - ADD NEW EXCHANGES HERE - Tree RPM,exchange,APP,78,78,0.08
2025-02-10,Simpli.fi,Smrt Connect,519447,Simplifi - Weast,exchange,APP,55,55,0.25
2025-02-10,Beeswax,Adsyeild,292974,ADD NEW EXCHANGES HERE - FILL FUZZY,exchange,APP,130,130,0.14
2025-02-10,Krush Media,Playdigo,489963,Mobile App Intermediaries - Tree,exchange,APP,94,94,0.11
2025-02-10,DV360,Safe Exchange,488676,CTV Indirect - Sequoia,exchange,CTV,49,49,0.21
2025-02-10,Edge226,Castify CTV,521782,CTV Exchanges (Edge Direct EP),exchange,CTV,56,56,0.87
2025-02-10,Motorik,Twist Digital,271355,ADD NEW EXCHANGES HERE - Sequoia,exchange,APP,14,14,0.02
2025-02-10,Centro,My-Cast App,512006,Mobile App Bucket 1 - TREE,exchange,CTV,116,116,0.69
2025-02-10,DV360,IQZone,456186,ADD NEW EXCHANGES HERE - TREE HUG FUZZ AUTOTUNE,exchange,DESKTOP,4,4,0.03
2025-02-10,DV360,MetaX,515843,ADD NEW EXCHANGES HERE - TREE HUG FUZZ AUTOTUNE,exchange,CTV,6,6,0.1
2025-02-10,RTB House,Appush,514816,ADD NEW EXCHANGES HERE - Tree,exchange,APP,25,25,0.02
2025-02-10,MediaForce,Display.io,535014,ADD NEW EXCHANGES HERE,exchange,APP,1,1,0.0
2025-02-10,Centro,BidInfluence LTD,467506,ADD NEW EXCHANGES HERE - TREE,exchange,APP,73,73,0.24
2025-02-10,Krush Media,Aloha Ads,523648,CTV - ADD NEW EXCHANGES HERE TREE,exchange,CTV,3,3,0.01
2025-02-10,Beeswax,Infolinks,268479,Intermediaries RPM - TREE FUZZ,exchange,APP,12,12,0.02
2025-02-10,DV360,OpenWeb/SpotIM,250745,ADD NEW EXCHANGES HERE - TREE HUG FUZZ AUTOTUNE,exchange,APP,3,3,0.0
2025-02-10,Opera Bidder,Smrt Connect,519447,ADD NEW EXCHANGES HERE - TREE,exchange,APP,40,40,0.07
2025-02-10,MediaForce,Mediaverse,535224,ADD NEW EXCHANGES HERE,exchange,APP,6,6,0.0
2025-02-10,Equativ,FloSportsTV,266548,Exchanges - CTV Only,exchange,CTV,2,2,0.02
2025-02-10,Beeswax,Brightcom,473316,ADD NEW EXCHANGES HERE - FILL FUZZY,exchange,CTV,4,4,0.02
2025-02-10,Krush Media,Castify,516852,Mobile App - ADD NEW EXCHANGES HERE - Tree RPM,exchange,APP,3,3,0.0
2025-02-10,Simpli.fi,Start.io,488437,CTV Exchanges Banner & Video,exchange,CTV,2,2,0.0
2025-02-10,Simpli.fi,Brightcom,473316,High Rev - Sequoia FUZZ,exchange,DESKTOP,5,5,0.01
2025-02-10,Simpli.fi,Videoheroes,483304,CTV Exchanges Banner & Video,exchange,CTV,4,4,0.04
2025-02-10,Krush Media,The Brave,273050,CTV - ADD NEW EXCHANGES HERE TREE,exchange,CTV,1,1,0.02
2025-02-10,Simpli.fi,Rise,503707,CTV Exchanges Banner & Video,exchange,CTV,1,1,0.02
2025-02-10,Beeswax,Safe Exchange,488676,Intermediaries RPM - TREE FUZZ,exchange,DESKTOP,1,1,0.01
2025-02-10,BoldWin,Radiance Media,510432,US-East - Exchanges Video - Tree,exchange,APP,1,1,0.0
2025-02-10,BoldWin,Audiomack,483396,US-East - Exchanges Video - Tree,exchange,APP,1,1,0.0
2025-02-10,Beeswax,FloSportsTV,266548,Low Volume S2S - No Shaping,exchange,APP,1,1,0.01
2025-02-10,PubMatic,Smaato InAPP,512156,MobileFuse 137711 NEW TEST 6/14 - TREE FUZZY,exchange,APP,792770,792770,418.26
2025-02-10,Beeswax,Trebel.io,521904,DIRECT InApp - TREE Clears,exchange,APP,1282,1282,1.41
2025-02-10,DV360,Onomagic,267257,ADD NEW EXCHANGES HERE - TREE HUG FUZZ AUTOTUNE,exchange,APP,38891,38891,9.45
2025-02-10,Xandr,Thunder Monetize,500520,Mobile In-App Bucket 1 TREE,exchange,APP,84747,84747,45.3
2025-02-10,Simpli.fi,Epsilon/Conversant,411121,RPM Throttle Bucket - TREE,exchange,APP,5846,5846,10.35
2025-02-10,UnrulyX,TopOnAds,528054,UnrulyX Mobile In App - TREE - US West,exchange,APP,33888,33888,19.73
2025-02-10,DV360,Connekt,491737,ADD NEW EXCHANGES HERE - TREE HUG FUZZ AUTOTUNE,exchange,APP,70304,70304,20.77
2025-02-10,Motorik,Algorix,481366,Intermediaries Bucket 1 - Sequoia,exchange,APP,160766,160766,43.27
2025-02-10,Simpli.fi,Voise Tech Ltd,511365,CTV Exchanges Banner & Video,exchange,CTV,1796,1796,12.7
2025-02-10,Beeswax,AdYouLike,408376,MobileApp Indirect - NEW Bundle Only Fill TREE,exchange,APP,105699,105699,198.28
2025-02-10,BidSwitch,Infolinks,268479,Low Volume - No Throttle,exchange,CTV,41562,41562,513.8
2025-02-10,UnrulyX,Connekt,491737,UnrulyX Mobile In App - TREE,exchange,APP,25709,25709,3.26
2025-02-10,Epom Services,Adnuro,520578,ADD NEW EXCHANGES HERE,exchange,APP,6768,6768,1.17
2025-02-10,Opera Bidder,My-Cast App,512006,ADD NEW EXCHANGES HERE - TREE,exchange,APP,242,242,0.48
2025-02-10,Magnite,Rhebus.works,512908, Intermediaries Bucket 1 - Sequoia SPLINE,exchange,APP,60570,60570,45.02
2025-02-10,Epom Services,Luna Media,367217,Bucket #1 - RPM,exchange,APP,24244,24244,5.04
2025-02-10,The Trade Desk,Timehop,465842,Direct Exchanges - No Throttle,exchange,APP,30416,30416,129.85
2025-02-10,Opera Bidder,zMaticoo,517272,ADD NEW EXCHANGES HERE - TREE,exchange,APP,8137,8137,8.18
2025-02-10,Beeswax,IQZone,456186,ADD NEW EXCHANGES HERE - FILL FUZZY,exchange,APP,15620,15620,15.21
2025-02-10,Beeswax,Appbroda,489954,ADD NEW EXCHANGES HERE - FILL FUZZY,exchange,APP,5535,5535,5.64
2025-02-10,Simpli.fi,MobileFuse,452742,High Rev - Sequoia FUZZ,exchange,APP,63998,63998,101.71
2025-02-10,RTB House,Krush Media,245697,ADD NEW EXCHANGES HERE - Tree,exchange,APP,6838,6838,32.56
2025-02-10,Edge226,Limpid TV,270524,In-App Direct (Edge Direct EP),exchange,APP,4131,4131,1.21
2025-02-10,Simpli.fi,Rhebus.works,512908,RPM Throttle Bucket - TREE,exchange,APP,4137,4137,6.31
2025-02-10,BidSwitch,Barstool Sports,241659,Low Volume - No Throttle,exchange,APP,17493,17493,11.65
2025-02-10,Edge226,SpringServe,391309,CTV Exchanges (Edge Direct EP),exchange,CTV,1921,1921,25.09
2025-02-10,BoldWin,Twist Digital,271355,US-East - Exchanges Video - Tree (Reseller Demand),exchange,APP,379,379,0.71
2025-02-10,PulsePoint,Weatherbug,489654,In-App Exchange (Life Demand),exchange,APP,1172,1172,3.29
2025-02-10,UnrulyX,From The Top,487750,UnrulyX Mobile In App - TREE,exchange,APP,4194,4194,11.71
2025-02-10,Epom Services,InMobi,502742,Bucket #1 - RPM,exchange,APP,6207,6207,2.21
2025-02-10,Magnite,Balloon Labs,478192, Intermediaries Bucket 1 - Sequoia SPLINE,exchange,APP,3100,3100,1.43
2025-02-10,Edge226,Anzu,524160,New Exchanges Here TREE,exchange,APP,2709,2709,1.99
2025-02-10,Beeswax,Singular Ads,443073,ADD NEW EXCHANGES HERE - FILL FUZZY,exchange,APP,1405,1405,1.58
2025-02-10,Simpli.fi,Adapex,259022,ADD NEW EXCHANGES HERE - NEW TREE,exchange,APP,5695,5695,9.64
2025-02-10,Beeswax,Videoheroes,483304,ADD NEW EXCHANGES HERE - FILL FUZZY SPLINE,exchange,APP,6067,6067,4.2
2025-02-10,Epom Services,Opera,465542,ADD NEW EXCHANGES HERE,exchange,APP,638,638,0.55
2025-02-10,Centro,TVIQ CTV,506164,CTV - New RPM - TREE,exchange,CTV,2161,2161,30.17
2025-02-10,Equativ,News UK,246985,Exchanges - CTV Only,exchange,CTV,1096,1096,12.79
2025-02-10,Beeswax,Elixir Holding Inc.,481808,ADD NEW EXCHANGES HERE - FILL FUZZY,exchange,APP,325,325,1.24
2025-02-10,Xandr,Trebel.io,521904,DIRECT Exchanges - Sequoia,exchange,APP,701,701,0.13
2025-02-10,Simpli.fi,Display.io,535014,ADD NEW EXCHANGES HERE - NEW TREE,exchange,APP,2004,2004,2.97
2025-02-10,Simpli.fi,Ad Element,472844,Simplifi - Weast,exchange,APP,497,497,1.16
2025-02-10,Simpli.fi,Trebel.io,521904,Lower Volume - No Shaping,exchange,APP,1919,1919,2.21
2025-02-10,BidSwitch,Iion,270673,ADD NEW EXCHANGES HERE - TREE FUZZY,exchange,DESKTOP,1122,1122,0.1
2025-02-10,DV360,The Big Red,478097,ADD NEW EXCHANGES HERE - TREE HUG FUZZ AUTOTUNE,exchange,APP,173,173,0.11
2025-02-10,Motorik,LoopMe,400766,ADD NEW EXCHANGES HERE - Sequoia,exchange,APP,518,518,0.29
2025-02-10,BidSwitch,Ad Element,472844,Intermediaries - Sequoia,exchange,APP,1380,1380,4.54
2025-02-10,Centro,TopOnAds,528054,ADD NEW EXCHANGES HERE - TREE,exchange,CTV,8,8,0.08
2025-02-10,Beeswax,The Brave,273050,MobileApp Indirect - NEW Bundle Only Fill TREE,exchange,APP,1822,1822,2.32
2025-02-10,Centro,Tvisionary,501771,CTV - New RPM - TREE,exchange,CTV,208,208,1.33
2025-02-10,Krush Media,Singular Ads,443073,Mobile App - ADD NEW EXCHANGES HERE - Tree RPM,exchange,APP,162,162,0.21
2025-02-10,MediaForce,The Brave,273050,ADD NEW EXCHANGES HERE,exchange,APP,22,22,0.09
2025-02-10,BidSwitch,Siprocol,522014,Intermediaries 2 - Sequoia,exchange,CTV,172,172,1.37
2025-02-10,Simpli.fi,Indicue ,529739,CTV Exchanges Banner & Video,exchange,CTV,103,103,1.46
2025-02-10,Motorik,Ad Element,472844,ADD NEW EXCHANGES HERE - Sequoia,exchange,APP,363,363,0.15
2025-02-10,PubMatic,FloSportsTV,266548,DIRECT S2S - TREE,exchange,CTV,8,8,0.06
2025-02-10,Edge226,Krush Media,245697,CTV Exchanges (Edge Direct EP),exchange,CTV,113,113,0.77
2025-02-10,BidSwitch,FomoTV,533145,Intermediaries 2 - Sequoia,exchange,APP,236,236,2.06
2025-02-10,Simpli.fi,Opera,465542,US West Test,exchange,CTV,223,223,0.79
2025-02-10,Motorik,Smartivi,480816,ADD NEW EXCHANGES HERE - Sequoia,exchange,APP,84,84,0.05
2025-02-10,Krush Media,IQZone,456186,Mobile App Intermediaries - Tree,exchange,APP,78,78,0.06
2025-02-10,Beeswax,PGAM Media,402418,ADD NEW EXCHANGES HERE - FILL FUZZY SPLINE,exchange,APP,41,41,0.14
2025-02-10,Krush Media,Tappa,476784,Mobile App Intermediaries - Tree,exchange,APP,4,4,0.01
2025-02-10,Centro,FloSportsTV,266548,Low Volume - Sequoia,exchange,CTV,18,18,0.21
2025-02-10,RTB House,Appbroda,489954,ADD NEW EXCHANGES HERE - Tree,exchange,APP,119,119,0.07
2025-02-10,Centro,FlipaClip,531544,ADD NEW EXCHANGES HERE - TREE,exchange,APP,71,71,1.08
2025-02-10,Beeswax,Tvisionary,501771,Intermediaries RPM - TREE FUZZ,exchange,APP,44,44,0.19
2025-02-10,Centro,Voise Tech Ltd,511365,ADD NEW EXCHANGES HERE - TREE,exchange,APP,25,25,0.09
2025-02-10,Centro,Vitor Media,503827,ADD NEW EXCHANGES HERE - TREE,exchange,CTV,14,14,0.22
2025-02-10,BidSwitch,"Olaex, Inc.",527867,ADD NEW EXCHANGES HERE - TREE FUZZY,exchange,APP,72,72,0.04
2025-02-10,Xandr,Timehop,465842,DIRECT Exchanges - Sequoia,exchange,APP,6,6,0.01
2025-02-10,DV360,Gitberry,484691,ADD NEW EXCHANGES HERE - TREE HUG FUZZ AUTOTUNE,exchange,APP,24,24,0.01
2025-02-10,Centro,Playdigo,489963,Mobile App Bucket 1 - TREE SPLINE,exchange,DESKTOP,1,1,0.01
2025-02-10,Centro,Distroscale,426477,ADD NEW EXCHANGES HERE - TREE,exchange,CTV,8,8,0.05
2025-02-10,Opera Bidder,Admix,380632,ADD NEW EXCHANGES HERE - TREE,exchange,APP,8,8,0.03
2025-02-10,Sovrn,LoopMe,400766,TEST Evan Dev To Phantom,exchange,APP,3,3,0.0
2025-02-10,Motorik,Elixir Holding Inc.,481808,ADD NEW EXCHANGES HERE - Sequoia,exchange,APP,3,3,0.01
2025-02-10,Opera Bidder,Weatherbug,489654,Direct Mobile - RPM,exchange,APP,1,1,0.0
2025-02-10,DV360,Radiance Media,510432,ADD NEW EXCHANGES HERE - TREE HUG FUZZ AUTOTUNE,exchange,APP,2,2,0.0
2025-02-10,MediaForce,The Big Red,478097,ADD NEW EXCHANGES HERE,exchange,APP,5,5,0.02
2025-02-10,PulsePoint,Barstool Sports,241659,In-App Exchange (Life Demand),exchange,APP,1,1,0.0
2025-02-10,Madhive,Audiomack,483396,Exchanges - Disabled Shaping,exchange,APP,1,1,0.0
2025-02-10,Edge226,TVM,476313,CTV Exchanges (Edge Direct EP),exchange,CTV,3,3,0.02
2025-02-10,DV360,Gotham Ads,420355,ADD NEW EXCHANGES HERE - TREE HUG FUZZ AUTOTUNE,exchange,APP,3,3,0.0
2025-02-10,BidSwitch,TVM,476313,Low Volume - No Throttle,exchange,CTV,3,3,0.02
2025-02-10,BidSwitch,Adapex,259022,ADD NEW EXCHANGES HERE - TREE FUZZY,exchange,CTV,4,4,0.06
2025-02-10,Krush Media,Trebel.io,521904,Mobile App Intermediaries - Tree,exchange,APP,1,1,0.0
2025-02-10,Krush Media,Brightcom,473316,Intermediary Priority Bundles,exchange,APP,3,3,0.0
2025-02-10,MediaForce,Adnuro,520578,ADD NEW EXCHANGES HERE,exchange,APP,1,1,0.0
2025-02-10,RTB House,Tvisionary,501771,ADD NEW EXCHANGES HERE - Tree,exchange,APP,1,1,0.02
2025-02-10,Opera Bidder,Videoheroes,483304,High Rev Bucket - ANY BID TREE,exchange,APP,1,1,0.0
2025-02-10,Simpli.fi,Adman Media,417620,ADD NEW EXCHANGES HERE - NEW TREE,exchange,APP,415884,415884,638.33
2025-02-10,Simpli.fi,Matterfull Media,482639,RPM Throttle Bucket - TREE,exchange,APP,83227,83227,117.45
2025-02-10,Simpli.fi,Admix,380632,ADD NEW EXCHANGES HERE - NEW TREE,exchange,APP,55727,55727,86.41
2025-02-10,Simpli.fi,Applovin,516975,Simplifi - Weast,exchange,APP,190614,190614,272.7
2025-02-10,Magnite,Thunder Monetize,500520, Intermediaries Bucket 1 - Sequoia SPLINE,exchange,APP,1259466,1259466,1675.51
2025-02-10,Magnite,Aceex,289960, Intermediaries Bucket 1 - Sequoia SPLINE,exchange,APP,194331,194331,689.64
2025-02-10,BoldWin,My-Cast App,512006,US-East - Exchanges Video - Tree,exchange,APP,442269,442269,738.42
2025-02-10,UnrulyX,Smaato InAPP,512156,UnrulyX Mobile In App - TREE,exchange,APP,223016,223016,102.82
2025-02-10,Motorik,Appstock,443297,ADD NEW EXCHANGES HERE - Sequoia,exchange,APP,1619,1619,0.65
2025-02-10,RTB House,Adman Media,417620,ADD NEW EXCHANGES HERE - Tree,exchange,APP,18040,18040,50.51
2025-02-10,Simpli.fi,From The Top,487750,High Rev - Sequoia FUZZ,exchange,APP,424943,424943,703.8
2025-02-10,Centro,Applovin,516975,ADD NEW EXCHANGES HERE - TREE,exchange,APP,97890,97890,129.01
2025-02-10,Magnite,Audiomack,483396,NIMBUS DIRECT - Mobile In-App,exchange,APP,212753,212753,30.16
2025-02-10,Magnite,Algorix,481366,Intermediaries Bucket 1 - Sequoia,exchange,APP,138770,138770,144.84
2025-02-10,The Trade Desk,Weatherbug,489654,Direct Exchanges - No Throttle,exchange,APP,214173,214173,240.7
2025-02-10,DV360,Matterfull Media,482639,ADD NEW EXCHANGES HERE - TREE HUG FUZZ AUTOTUNE,exchange,APP,36503,36503,49.95
2025-02-10,BidSwitch,Epsilon/Conversant,411121,ADD NEW EXCHANGES HERE - TREE FUZZY,exchange,APP,4627,4627,14.72
2025-02-10,BidSwitch,Matterfull Media,482639,Intermediaries - Sequoia,exchange,APP,111067,111067,94.7
2025-02-10,BidSwitch,The Brave,273050,Intermediaries 2 - Sequoia,exchange,APP,41191,41191,54.9
2025-02-10,PubMatic,Thunder Monetize,500520,Pubm US-West MVP,exchange,APP,29465,29465,14.89
2025-02-10,Krush Media,Rise,503707,US West - Mobile App Intermediaries - Tree,exchange,APP,26425,26425,98.8
2025-02-10,UnrulyX,Verve Mobile,501545,UnrulyX Mobile In App - TREE,exchange,APP,12384,12384,6.76
2025-02-10,Simpli.fi,From The Top,487750,Simplifi - Weast,exchange,APP,59033,59033,94.63
2025-02-10,Magnite,Eskimi,502284,Intermediaries Bucket 1 - Sequoia,exchange,APP,41258,41258,25.18
2025-02-10,Centro,FomoTV,533145,Centro - West In East,exchange,CTV,16763,16763,189.58
2025-02-10,UnrulyX,Rhebus.works,512908,UnrulyX Mobile In App - TREE,exchange,APP,11874,11874,3.15
2025-02-10,DV360,Eskimi,502284,New Shaping - TREE,exchange,APP,32303,32303,24.33
2025-02-10,Magnite,Matterfull Media,482639,Intermediaries Bucket 1 - Sequoia,exchange,APP,47503,47503,31.24
2025-02-10,BidSwitch,Gotham Ads,420355,ADD NEW EXCHANGES HERE - TREE FUZZY,exchange,CTV,32088,32088,153.01
2025-02-10,Centro,The Brave,273050,Low Volume - Sequoia,exchange,APP,20513,20513,24.54
2025-02-10,Epsilon,Added TV,510710,Epilson Aigned Exchanges - Sequoia,exchange,CTV,1295,1295,13.65
2025-02-10,DV360,Barstool Sports,241659,NIMBUS Mobile In-App No Throttle,exchange,APP,156,156,0.07
2025-02-10,Centro,Singular Ads,443073,ADD NEW EXCHANGES HERE - TREE,exchange,APP,12248,12248,24.24
2025-02-10,Centro,Growzee.io,526087,ADD NEW EXCHANGES HERE - TREE,exchange,APP,958,958,1.31
2025-02-10,Simpli.fi,Smartivi,480816,ADD NEW EXCHANGES HERE - NEW TREE,exchange,APP,9243,9243,21.63
2025-02-10,Centro,TriCoast 3P,518134,ADD NEW EXCHANGES HERE - TREE,exchange,CTV,5683,5683,69.67
2025-02-10,TaurusX,Tappa,476784,Exchange Mobile App,exchange,APP,332,332,0.03
2025-02-10,Epom Services,MyFeature,491580,ADD NEW EXCHANGES HERE,exchange,APP,1661,1661,0.47
2025-02-10,Opera Bidder,Audiomack,483396,Direct Mobile - RPM,exchange,APP,1518,1518,0.28
2025-02-10,Epom Services,Appstock,443297,ADD NEW EXCHANGES HERE,exchange,APP,659,659,0.33
2025-02-10,Magnite,The Big Red,478097, Intermediaries Bucket 1 - Sequoia SPLINE,exchange,APP,2050,2050,6.88
2025-02-10,Epom Services,Radiance Media,510432,ADD NEW EXCHANGES HERE,exchange,APP,103,103,0.18
2025-02-10,Magnite,Start.io,488437, Intermediaries Bucket 1 - Sequoia SPLINE,exchange,APP,3345,3345,2.93
2025-02-10,Epom Services,Ad Element,472844,ADD NEW EXCHANGES HERE,exchange,APP,317,317,0.09
2025-02-10,Krush Media,MobileFuse,452742,Mobile App Intermediaries - Tree,exchange,APP,1322,1322,1.7
2025-02-10,Simpli.fi,Adsyeild,292974,ADD NEW EXCHANGES HERE - NEW TREE,exchange,APP,2289,2289,4.02
2025-02-10,Motorik,Appbroda,489954,ADD NEW EXCHANGES HERE - Sequoia,exchange,APP,838,838,0.41
2025-02-10,Beeswax,Display.io,535014,ADD NEW EXCHANGES HERE - FILL FUZZY,exchange,APP,605,605,0.76
2025-02-10,BidSwitch,FlipaClip,531544,ADD NEW EXCHANGES HERE - TREE FUZZY,exchange,CTV,947,947,13.72
2025-02-10,Centro,MyFeature,491580,ADD NEW EXCHANGES HERE - TREE,exchange,CTV,631,631,4.82
2025-02-10,Epom Services,My-Cast App,512006,ADD NEW EXCHANGES HERE,exchange,APP,947,947,0.36
2025-02-10,Epom Services,IQZone,456186,ADD NEW EXCHANGES HERE,exchange,APP,189,189,0.07
2025-02-10,Centro,Safe Exchange,488676,CTV - New RPM - TREE,exchange,CTV,1549,1549,24.58
2025-02-10,OpenX,Rhebus.works,512908,US West - Indirect Mobile App - Sequoia RPM,exchange,APP,282,282,0.06
2025-02-10,Edge226,Merriam Webster,83744,SSP (Dauup) IA EP - Exchanges,exchange,APP,175,175,0.07
2025-02-10,Simpli.fi,Safe Exchange,488676,US West Test,exchange,CTV,671,671,9.7
2025-02-10,PubMatic UK,Playdigo,489963,Mobile App EU - Indirect,exchange,APP,480,480,0.08
2025-02-10,Motorik,Between Digital,273644,ADD NEW EXCHANGES HERE - Sequoia,exchange,APP,33,33,0.02
2025-02-10,OpenX,Appstock,443297,Indirect Mobile App - Sequoia RPM,exchange,APP,249,249,0.07
2025-02-10,Centro,Consumable,248396,ADD NEW EXCHANGES HERE - TREE,exchange,CTV,119,119,1.91
2025-02-10,Edge226,Vuukle,246770,CTV Exchanges (Edge Direct EP),exchange,CTV,118,118,0.81
2025-02-10,OpenX,Smrt Connect,519447,Indirect Mobile App - Sequoia RPM,exchange,APP,158,158,0.41
2025-02-10,Simpli.fi,Bidfuse,533787,ADD NEW EXCHANGES HERE - NEW TREE,exchange,APP,120,120,0.33
2025-02-10,RTB House,Vidazoo,222372,ADD NEW EXCHANGES HERE - Tree,exchange,APP,167,167,0.8
2025-02-10,Xandr,My-Cast App,512006,Mobile In-App Bucket 1 TREE,exchange,APP,244,244,0.5
2025-02-10,Edge226,Tappa,476784,SSP (Dauup) IA EP - Exchanges,exchange,APP,159,159,0.02
2025-02-10,Centro,Matterfull Media,482639,ADD NEW EXCHANGES HERE - TREE,exchange,CTV,35,35,0.46
2025-02-10,DV360,Appbroda,489954,ADD NEW EXCHANGES HERE - TREE HUG FUZZ AUTOTUNE,exchange,APP,63,63,0.05
2025-02-10,Simpli.fi,Rise,503707,High Rev - Sequoia FUZZ,exchange,DESKTOP,81,81,0.13
2025-02-10,Krush Media,Qortex,347623,CTV - ADD NEW EXCHANGES HERE TREE FUZZ,exchange,CTV,2,2,0.03
2025-02-10,Centro,Mobupps,518574,ADD NEW EXCHANGES HERE - TREE,exchange,APP,203,203,0.35
2025-02-10,DV360,Spanish Dictionary,233909,NIMBUS Mobile In-App No Throttle,exchange,APP,230,230,0.06
2025-02-10,DV360,SpringServe,391309,CTV Indirect - Sequoia,exchange,CTV,35,35,0.49
2025-02-10,Simpli.fi,Brightcom,473316,CTV Exchanges Banner & Video,exchange,CTV,41,41,0.22
2025-02-10,RTB House,Matterfull Media,482639,High Rev Exchanges - Tree Bid Rate,exchange,APP,246,246,0.14
2025-02-10,Centro,Castify,516852,ADD NEW EXCHANGES HERE - TREE,exchange,APP,42,42,0.05
2025-02-10,Motorik,Krush Media,245697,EU Intermediaries Bucket 1,exchange,APP,16,16,0.06
2025-02-10,Beeswax,Smrt Connect,519447,ADD NEW EXCHANGES HERE - FILL FUZZY SPLINE,exchange,APP,32,32,0.14
2025-02-10,Krush Media,Gotham Ads,420355,CTV - ADD NEW EXCHANGES HERE TREE,exchange,CTV,11,11,0.08
2025-02-10,Motorik,Rise,503707,EU Intermediaries Bucket 1,exchange,APP,6,6,0.0
2025-02-10,Edge226,Elixir Holding Inc.,481808,CTV Exchanges (Edge Direct EP),exchange,CTV,8,8,0.03
2025-02-10,Simpli.fi,Siprocol,522014,CTV Exchanges Banner & Video,exchange,CTV,16,16,0.19
2025-02-10,Beeswax,IQZone,456186,ADD NEW EXCHANGES HERE - FILL FUZZY,exchange,CTV,6,6,0.09
2025-02-10,Centro,The Brave,273050,ADD NEW PUBLISHERS HERE - TREE,exchange,CTV,12,12,0.19
2025-02-10,MediaForce,ProgrammaticX,516513,ADD NEW EXCHANGES HERE,exchange,APP,13,13,0.01
2025-02-10,BoldWin,Gotham Ads,420355,US-East - Exchanges Video - Tree,exchange,APP,3,3,0.01
2025-02-10,BidSwitch,Consumable,248396,ADD NEW EXCHANGES HERE - TREE FUZZY,exchange,APP,2,2,0.01
2025-02-10,BidSwitch,Infolinks,268479,Low Volume - No Throttle,exchange,DESKTOP,1,1,0.01
2025-02-10,Centro,Connekt,491737,ADD NEW EXCHANGES HERE - TREE,exchange,APP,2,2,0.0
2025-02-10,Simpli.fi,Aloha Ads,523648,ADD NEW EXCHANGES HERE - NEW TREE,exchange,APP,1,1,0.01
